"","Stud_ID","PROJ_TOTAL","Proj01","Proj02","Proj03","Proj04","Proj05","Proj06","Proj07","Proj08","Proj09","Proj10","Proj11","Total_Pts","Exam1","Exam2","Exam3","Prob_solve_pre","Prob_solve_post","extraversion","agreeableness","conscient.","stability","openness","Metacog.","SelfEfficacy","IntGoalOrient","ExtGoalOrient"
"1","e75ab8254",347,14,19,13,25,27,35,40,47,44,35,48,622,60,60,55,3.5,4.66666666666667,52,51,47,43,42,65,50,25,26
"2","07ee7a263",427,14,20,20,38,45,42,41,50,52,53,52,902,80,125,170,16,15,29,50,54,58,38,31,32,13,16
"3","9c02eb000",393,14,18,16,37,42,44,45,41,50,37,49,829,96,115,125,7,5,55,59,46,53,48,NA,NA,NA,NA
"4","52fb2d1ca",397,14,18,19,0,43,43,50,50,52,53,55,831,80,120,135,10,14.5,25,29,38,37,53,34,48,14,26
"5","a4d76f570",316,14,20,12,36,8,34,0,41,52,49,50,757,76,120,145,2.33333333333333,13,50,50,60,59,43,54,48,19,22
"6","94ea75daa",435,14,20,19,36,45,45,50,50,55,46,55,929,84,135,175,8,15,37,54,50,56,47,47,49,23,22
"7","5e9c38d44",375,13,20,20,36,43,38,46,40,50,22,47,822,76,135,136,3.83333333333333,8,38,50,63,43,44,53,45,23,18
"8","e5a5608e8",398,14,17,19,39,45,41,49,20,55,47,52,783,64,110,111,5.33333333333333,NA,NA,NA,NA,NA,NA,65,56,25,25
"9","f2abdba22",350,14,18,18,37,44,0,45,43,51,40,40,696,52,90,105,NA,NA,58,65,50,46,48,55,21,9,18
"10","21d036526",354,13,18,17,32,40,33,16,39,52,40,54,810,76,105,175,10,5.33333333333333,47,42,42,34,42,48,42,22,28
"11","3fc8237b5",295,13,20,20,34,43,41,50,19,55,0,0,640,76,90,80,0,2,45,69,56,38,66,67,56,28,22
"12","72ccca5a0",440,14,20,20,40,45,45,50,48,55,48,55,877,80,115,150,3.33333333333333,7,32,56,50,NA,49,55,45,26,28
"13","ca5073861",52,14,12,0,26,0,0,0,0,0,0,0,52,0,0,0,3.5,NA,NA,NA,NA,NA,NA,60,40,22,25
"14","7e2674224",441,14,20,20,38,44,45,50,48,55,53,54,959,88,145,185,16,20,42,59,68,24,57,57,46,17,24
"15","bc0032340",385,14,20,10,27,38,34,50,42,51,45,54,840,80,140,135,3.33333333333333,5.33333333333333,47,37,45,51,41,43,44,19,23
"16","56bb07c2e",370,10,18,18,37,29,43,40,34,49,40,52,753,68,80,135,1,0,40,39,40,43,40,46,38,20,16
"17","74afe8807",332,14,18,18,35,43,0,43,39,35,47,40,642,60,80,70,4.16666666666667,9,42,53,58,59,50,53,43,20,14
"18","70653b198",279,14,20,18,32,43,0,0,43,51,42,16,641,68,90,105,1,0,41,43,40,43,38,NA,NA,NA,NA
"19","c19bd5d09",406,14,20,16,37,41,45,50,38,47,45,53,876,84,135,151,18,19.5,47,62,55,47,53,43,48,25,24
"20","758e0f2e4",340,15,20,20,40,32,43,44,21,50,0,55,744,84,120,110,17.5,18,24,47,41,31,48,42,43,20,26
"21","2e3be0621",372,14,13,15,28,44,43,50,0,55,55,55,760,68,110,110,8.33333333333333,11.5,34,44,48,36,36,58,26,22,24
"22","f7fc7c540",410,15,20,20,39,44,45,50,45,27,50,55,816,80,115,111,7,13,47,41,48,38,40,42,43,20,24
"23","8a78da3d7",448,15,20,20,40,45,45,50,50,53,55,55,945,88,150,160,11.6666666666667,15.8333333333333,60,60,53,48,68,58,48,21,27
"24","d032ddcba",408,15,20,10,25,45,45,50,49,48,48,53,814,60,110,136,2,0,41,37,38,51,31,40,32,4,19
"25","f5fbfaa43",437,15,20,20,40,45,40,48,46,53,55,55,886,84,95,170,16,21,50,44,38,62,51,39,48,20,19
"26","897c10248",348,15,18,14,0,37,42,44,44,55,28,51,646,72,110,116,10,NA,NA,NA,NA,NA,NA,40,32,16,16
"27","006a7e31c",119,15,19,10,40,4,31,0,0,0,0,0,351,68,65,95,14.5,NA,NA,NA,NA,NA,NA,53,18,9,28
"28","d7ebdcc64",299,13,20,20,40,39,45,14,4,34,30,40,678,68,110,106,18.8333333333333,7,51,56,40,55,63,42,47,19,21
"29","2f9655115",392,13,20,17,33,39,45,49,45,52,34,45,736,64,95,90,12.8333333333333,15.3333333333333,36,54,NA,NA,52,40,32,19,16
"30","1158a4bb2",446,15,20,20,38,43,45,50,50,55,55,55,872,72,120,135,13,19.5,56,39,50,NA,48,40,48,16,23
"31","da8783e45",438,15,20,9,40,45,45,50,50,55,54,55,805,72,110,85,11.5,9.16666666666667,51,45,51,50,45,47,28,11,23
"32","34d07adfb",172,0,12,14,28,42,25,0,22,0,5,24,512,60,80,100,3.33333333333333,3,NA,NA,NA,NA,NA,44,28,22,28
"33","df6e080db",102,14,5,8,25,45,5,0,0,0,0,0,272,60,110,0,3.66666666666667,NA,NA,NA,NA,NA,NA,32,25,14,12
"34","b467b6487",83,15,18,0,0,0,0,50,0,0,0,0,216,48,85,0,4.66666666666667,NA,NA,NA,NA,NA,NA,42,30,16,16
"35","50ea17ff2",427,15,20,20,34,45,45,50,50,53,40,55,805,72,135,71,12.8333333333333,1,35,56,47,44,57,NA,NA,NA,NA
"36","7075f9c0b",355,15,20,11,7,4,44,50,47,55,47,55,791,76,125,135,6.33333333333333,7.5,34,53,54,41,47,46,47,20,22
"37","1572c11e8",399,15,15,12,30,40,43,50,42,55,47,50,676,72,100,76,3.16666666666667,10.8333333333333,46,52,47,45,46,48,34,24,23
"38","1219ed366",4,0,0,0,0,4,0,0,0,0,0,0,120,56,60,0,3.83333333333333,NA,NA,NA,NA,NA,NA,54,46,22,25
"39","9f288e760",386,15,20,17,40,43,45,50,0,55,50,51,787,72,120,121,14,13,18,39,43,52,32,30,33,14,17
"40","c802b7752",123,14,16,14,33,1,25,10,7,0,3,0,480,64,105,88,13,5.66666666666667,38,41,40,36,44,70,56,28,23
"41","378538130",246,14,18,17,0,43,6,46,24,31,11,36,647,76,110,115,5.16666666666667,5,40,40,40,40,40,40,32,16,16
"42","04038b23f",83,0,13,15,15,2,37,1,0,0,0,0,293,52,85,73,NA,21,56,55,57,45,54,NA,NA,NA,NA
"43","bc4cd0d4c",447,15,20,19,40,45,45,50,50,55,54,54,859,72,120,120,1,1.83333333333333,42,NA,22,13,NA,38,34,10,28
"44","9b4516200",403,14,18,17,32,20,43,49,48,55,52,55,861,88,110,160,3,2,NA,NA,NA,NA,NA,48,40,8,19
"45","773c25f3a",384,14,18,19,34,39,42,43,43,30,47,55,830,76,140,130,7,NA,NA,NA,NA,NA,NA,52,40,22,28
"46","a51dca134",430,15,20,20,40,39,35,46,50,55,55,55,903,88,130,155,13.5,17,51,40,50,44,NA,40,34,18,11
"47","164c47ca6",401,14,18,18,8,41,44,47,49,53,54,55,771,44,125,101,2.33333333333333,11,38,46,44,52,50,60,48,24,24
"48","45162e975",359,15,20,19,36,6,21,38,46,55,48,55,796,72,110,155,13.5,21,39,63,50,NA,54,52,34,15,20
"49","c022fbb19",440,15,20,16,39,45,44,50,49,55,52,55,924,84,145,155,21,21,53,38,49,16,49,35,38,18,22
"50","64d6faa20",411,15,20,7,40,45,39,35,48,52,55,55,843,64,125,146,3,6.66666666666667,46,53,39,48,43,33,38,16,25
"51","602b22f36",281,14,14,16,18,37,42,25,38,31,22,24,664,72,105,106,8.66666666666667,4.83333333333333,40,40,40,40,40,53,44,23,25
"52","f5110d175",402,15,18,0,19,45,44,50,49,55,52,55,757,60,95,103,14.5,11.6666666666667,56,52,56,30,58,39,33,19,23
"53","58c5e7235",344,15,20,18,38,39,32,50,49,35,12,36,699,80,90,85,8.66666666666667,12.3333333333333,42,53,49,49,48,49,53,22,19
"54","87c96a23c",441,15,17,20,40,45,44,47,49,55,54,55,877,64,150,155,9,10,41,37,37,38,56,45,34,20,22
"55","03834ebcf",279,11,14,2,27,0,27,32,33,53,25,55,626,72,80,95,5,9.16666666666667,40,51,44,50,40,44,46,16,26
"56","98f7a6a6b",413,14,18,17,39,41,45,50,49,54,31,55,786,56,110,110,8,8.5,41,NA,39,NA,37,42,33,14,21
"57","9bd06fb97",391,15,20,20,40,35,43,50,49,55,9,55,827,76,120,140,8,6.66666666666667,43,57,54,49,49,26,17,8,8
"58","7877d6f8f",236,14,14,11,24,40,18,33,9,46,0,27,564,76,105,113,8,10.5,31,52,48,46,42,56,44,24,20
"59","7d98f0929",401,15,17,14,27,34,38,50,48,55,48,55,869,84,135,150,2.66666666666667,12,62,48,49,55,52,54,44,21,21
"60","05ae74f7d",348,9,16,14,30,25,24,44,25,55,51,55,738,76,105,110,9.33333333333333,18,22,32,49,30,54,37,18,7,21
"61","7d027d745",412,15,20,20,40,45,44,50,49,53,48,28,905,88,140,165,8,6.66666666666667,40,44,44,NA,47,49,46,16,28
"62","e90a32bd8",445,15,20,20,37,45,44,50,49,55,55,55,902,72,145,140,10.6666666666667,17.5,44,53,56,43,49,35,49,23,22
"63","d275eec9a",408,15,0,20,39,45,45,50,49,55,35,55,821,84,110,131,8.33333333333333,0.666666666666667,35,44,47,52,40,40,55,24,24
"64","e6ac73954",429,15,17,13,40,45,44,50,48,55,47,55,781,68,95,90,4.33333333333333,5.33333333333333,45,47,48,49,50,48,38,12,25
"65","8c782f2fd",340,15,18,14,23,39,36,50,38,53,5,49,689,36,110,110,6.16666666666667,9.5,42,43,41,36,43,38,26,11,27
"66","bf6e3059e",290,15,0,14,38,0,36,50,0,55,29,53,642,68,95,130,3.66666666666667,NA,NA,NA,NA,NA,NA,56,43,22,21
"67","876e266a6",382,15,20,13,29,0,45,50,49,52,54,55,827,80,110,155,8,21,58,58,55,60,58,56,48,25,26
"68","7c390bda1",389,15,20,19,38,37,26,46,47,50,39,52,781,72,95,125,4,15,NA,NA,NA,NA,NA,48,40,21,25
"69","11235aadf",307,8,12,15,5,39,16,49,18,48,46,51,644,68,90,80,11,0.666666666666667,40,39,40,40,40,52,56,23,28
"70","c601cdc6a",443,15,20,20,40,44,45,50,49,53,53,54,895,84,130,145,17,17,39,55,45,56,59,45,43,21,22
"71","efe1420a8",378,15,20,19,37,38,26,48,43,47,32,53,738,64,85,125,4.33333333333333,10.5,55,44,47,50,42,46,55,22,26
"72","ad3c6de11",329,13,18,17,36,45,41,45,21,33,12,48,616,80,95,110,12,18,22,41,48,29,52,53,44,23,24
"73","7dba579b5",422,15,20,20,40,36,39,49,44,55,53,51,910,88,145,155,4.33333333333333,11,36,45,49,48,51,45,32,16,17
"74","05e22b074",329,15,20,20,39,45,29,48,0,17,44,52,715,80,110,96,10.6666666666667,0.666666666666667,49,64,50,35,60,60,54,28,28
"75","299fda604",386,15,17,20,39,40,40,50,0,55,55,55,884,88,150,160,6.66666666666667,11.5,41,48,36,45,30,51,48,13,28
"76","dbd95df3b",343,13,17,15,38,31,26,50,48,45,5,55,750,72,120,115,2.33333333333333,7.66666666666667,39,46,51,51,40,60,56,23,28
"77","b08c4236b",439,15,20,19,40,45,45,48,49,55,53,50,876,80,105,155,11,15,40,40,40,40,40,49,52,18,28
"78","8c57a5ed6",350,15,19,16,35,26,20,50,16,52,48,53,683,60,90,88,15,17,46,48,47,38,56,45,38,20,19
"79","758e670f1",145,11,13,13,0,39,0,28,0,17,16,8,500,80,115,60,0.666666666666667,2.33333333333333,40,38,38,46,36,62,56,28,28
"80","7e5a72d82",446,14,20,20,40,45,45,50,49,53,55,55,917,92,145,135,12,15.5,34,42,42,51,33,25,30,13,16
"81","1a46515cf",441,15,20,15,40,44,43,50,49,55,55,55,902,96,115,150,13.6666666666667,17.3333333333333,44,46,59,NA,51,50,45,21,28
"82","8d85fdefa",423,15,19,15,38,45,38,45,50,53,53,52,882,76,130,160,18,13,39,37,44,43,53,46,54,22,13
"83","1a4f264f1",413,15,17,18,38,43,42,47,49,47,42,55,848,80,125,130,9.5,15.3333333333333,60,61,70,59,69,61,42,19,9
